=== RESULTADOS DEL ├ÜLTIMO TRABAJO (Job 0c3facf4-12ae-44f7-8148-213f0a807a67) ===
Estado 'ERROR_VALIDATION' | Motivo 'Email inv├ílido rechazado por el servidor' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350170 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350171 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350175 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350176 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350177 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350178 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350180 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350182 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350183 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350185 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350186 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350188 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350189 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350191 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350192 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350193 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350194 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350196 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350198 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350200 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350201 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350202 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350203 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350204 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350205 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350206 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350207 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350208 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350209 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350211 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350212 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350213 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350215 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350217 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350218 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350219 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350222 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350225 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350226 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350227 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350230 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350231 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350232 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350233 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350234 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350235 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350236 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350237 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350239 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350240 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350242 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350243 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350244 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350246 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350247 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350248 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350249 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350251 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350254 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350256 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350257 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350258 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350259 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350260 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350261 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350262 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350263 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350264 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350265 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350266 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350269 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350272 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350273 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350274 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350275 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350276 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350277 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350278 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350279 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350280 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350282 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350283 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350284 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350286 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350287 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350288 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350289 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350290 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350291 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350292 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350293 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350294 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350295 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350296 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350298 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350299 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350301 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350302 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350303 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350305 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350306 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350307 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350308 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350309 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350310 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350312 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350313 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350314 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350315 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350317 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350318 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350319 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350320 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350321 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350324 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350325 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350326 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350327 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350328 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350330 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350331 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350334 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350336 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350337 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350338 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350339 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350340 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350341 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350342 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350343 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350345 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350346 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350347 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350348 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350350 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350353 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350354 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350355 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350356 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350357 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350358 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350359 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350360 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350361 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350362 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350363 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350366 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350367 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350368 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350369 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350370 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350371 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350372 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350373 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350374 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350375 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350376 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350377 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350379 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350380 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350381 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350382 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350383 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350384 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350385 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350386 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350389 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350390 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350391 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350392 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350395 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350396 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350398 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350399 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350401 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350402 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350405 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350407 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350408 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350409 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350410 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350412 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350415 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350416 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350417 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350419 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350420 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350423 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350424 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350425 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350426 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350428 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350429 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350430 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350433 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350438 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350439 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350441 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350445 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350446 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350447 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350449 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350450 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350452 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350453 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350455 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350456 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350457 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350458 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350461 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350462 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350463 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350464 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350465 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350468 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350469 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350470 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350471 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350472 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350473 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350474 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350476 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350477 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350478 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350479 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350480 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350481 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350482 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350483 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350484 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350489 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350490 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350492 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350493 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350494 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350496 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350497 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350499 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350500 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350502 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350503 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350504 not found in client database (TXT file)' | 1 facturas
Estado 'ERROR_VALIDATION' | Motivo 'Invoice number B0002-00350505 not found in client database (TXT file)' | 1 facturas
